epoch,accuracy,loss,lr,val_accuracy,val_loss
34,0.3542228043079376,1.065106749534607,0.001,0.40173277258872986,1.0297760963439941
35,0.3668367564678192,1.0289502143859863,0.001,0.4040127694606781,1.0067973136901855
36,0.3680408298969269,1.0000479221343994,0.001,0.36798906326293945,0.9739440679550171
37,0.3640272915363312,0.969748318195343,0.001,0.3889648914337158,0.9458758234977722
38,0.3674101233482361,0.9400213360786438,0.001,0.3948928415775299,0.9185692071914673
39,0.37176766991615295,0.9155415892601013,0.001,0.36479708552360535,0.8979591727256775
40,0.36207786202430725,0.8921593427658081,0.001,0.41222071647644043,0.8712377548217773
41,0.3773292899131775,0.8681192398071289,0.001,0.4145006835460663,0.8552895188331604
42,0.37130898237228394,0.8454098105430603,0.001,0.3898768723011017,0.83163982629776
43,0.38059744238853455,0.8251916170120239,0.001,0.3684450387954712,0.8101853132247925
44,0.37950804829597473,0.8048765659332275,0.001,0.4135887026786804,0.791896641254425
45,0.3862163722515106,0.7861138582229614,0.001,0.4149566888809204,0.7686551809310913
46,0.39097529649734497,0.7692063450813293,0.001,0.40948471426963806,0.7548015713691711
47,0.390459269285202,0.7527360916137695,0.001,0.42134061455726624,0.7415473461151123
48,0.390000581741333,0.7388793230056763,0.001,0.4103967249393463,0.7252334952354431
49,0.3981996476650238,0.7247311472892761,0.001,0.41267669200897217,0.7139505743980408
50,0.3977409601211548,0.7111999988555908,0.001,0.4131326973438263,0.701798141002655
51,0.3916633129119873,0.6994059681892395,0.001,0.42042863368988037,0.6875962018966675
52,0.4000343978404999,0.6877299547195435,0.001,0.41860464215278625,0.6775906682014465
53,0.3998623788356781,0.6767662167549133,0.001,0.41997262835502625,0.6682078838348389
54,0.4074881076812744,0.6674609780311584,0.001,0.40492475032806396,0.6619821786880493
55,0.4026145339012146,0.6577996015548706,0.001,0.41860464215278625,0.6514174342155457
56,0.4022131860256195,0.650530219078064,0.001,0.41997262835502625,0.6454594135284424
57,0.4034745693206787,0.6407235860824585,0.001,0.41860464215278625,0.6347407698631287
58,0.4104122519493103,0.6330916285514832,0.001,0.4190606474876404,0.6273866295814514
59,0.4102402329444885,0.627097487449646,0.001,0.4195166528224945,0.6219187378883362
60,0.4114443063735962,0.6200339198112488,0.001,0.4195166528224945,0.6170238256454468
61,0.4128777086734772,0.6143267154693604,0.001,0.4167806804180145,0.6113055348396301
62,0.41155895590782166,0.6085878014564514,0.001,0.4195166528224945,0.6047719717025757
63,0.4105842411518097,0.6035118699073792,0.001,0.4195166528224945,0.6006690263748169
64,0.4137950837612152,0.5982112288475037,0.001,0.41997262835502625,0.5964647531509399
65,0.4133363962173462,0.5946535468101501,0.001,0.42042863368988037,0.5917230248451233
66,0.41643252968788147,0.5903140306472778,0.001,0.4195166528224945,0.589513897895813
67,0.41551515460014343,0.5861796140670776,0.001,0.4195166528224945,0.5854344964027405
68,0.4118456542491913,0.5841410756111145,0.001,0.4195166528224945,0.581771731376648
69,0.4156871736049652,0.5800974369049072,0.001,0.4195166528224945,0.5787214636802673
